,sample_id,sampling_location,data_source,latitude,longitude,sampling_date,pws_id,water_system_name,population,well_type,well_depth,units,source_type,state,city,county,MRL,DL,analytical_methods,is_detected,analyte,concentration,pfas_total,note
2984,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,9CL-PF3ONS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2985,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,ADONA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2986,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,HFPO-DA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2987,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NETFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2988,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NMEFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2989,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2990,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2991,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2992,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTRDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2993,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHXA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2994,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFUNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2995,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFBS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2996,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHPA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2997,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHXS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2998,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
2999,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3000,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3001,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOS+PFOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3002,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,11CL-PF3OUDS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3003,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,9CL-PF3ONS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3004,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,ADONA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3005,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,HFPO-DA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3006,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NETFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3007,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NMEFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3008,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3009,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3010,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3011,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTRDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3012,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHXA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3013,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFUNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3014,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFBS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3015,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHPA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3016,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHXS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3017,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3018,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3019,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3020,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOS+PFOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3021,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,11CL-PF3OUDS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3022,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,9CL-PF3ONS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3023,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,ADONA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3024,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,HFPO-DA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3025,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NETFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3026,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NMEFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3027,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3028,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3029,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3030,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTRDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3031,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,True,PFHXA,8.6,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3032,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFUNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3033,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,True,PFBS,9.2,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3034,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHPA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3035,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,True,PFHXS,79.4,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3036,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3037,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,True,PFOS,187.1,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3038,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,True,PFOA,5.5,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3039,,,DEP,,,2020-10-21,6200043,Saegertown Borough,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,True,PFOS+PFOA,192.6,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3040,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,11CL-PF3OUDS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3041,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,9CL-PF3ONS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3042,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,ADONA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3043,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,HFPO-DA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3044,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NETFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3045,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NMEFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3046,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3047,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3048,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3049,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTRDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3050,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHXA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3051,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFUNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3052,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFBS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3053,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHPA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3054,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHXS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3055,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3056,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3057,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3058,,,DEP,,,2021-03-24,6200067,Forest Green Estates,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOS+PFOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3059,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,11CL-PF3OUDS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3060,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,9CL-PF3ONS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3061,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,ADONA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3062,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,HFPO-DA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3063,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NETFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3064,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NMEFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3065,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3066,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFDOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3067,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3068,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFTRDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3069,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHXA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3070,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFUNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3071,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFBS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3072,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHPA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3073,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFHXS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3074,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3075,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3076,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3077,,,DEP,,,2021-03-24,6200369,US Bronze Foundry,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,PFOS+PFOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3078,,,DEP,,,2020-10-20,6200939,Moody Building 1,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,11CL-PF3OUDS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3079,,,DEP,,,2020-10-20,6200939,Moody Building 1,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,9CL-PF3ONS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3080,,,DEP,,,2020-10-20,6200939,Moody Building 1,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,ADONA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3081,,,DEP,,,2020-10-20,6200939,Moody Building 1,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,HFPO-DA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
3082,,,DEP,,,2020-10-20,6200939,Moody Building 1,,TW,,ng/L,drinking water,Pennsylvania,,Crawford,,,EPA Method 537.1,False,NETFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
